device,op,type_a,type_b,m,n,k,runs,us_per_run,gflops,eff_GBps,bytes_per_weight
rpi2,MUL_MAT,q5_1,f32,4096,2,14336,70,19478.0,12.06,2.269,0.75
rpi2,MUL_MAT,q5_1,f32,4096,3,14336,46,29280.76,12.03,1.512,0.75
rpi2,MUL_MAT,q5_1,f32,4096,4,14336,36,38800.61,12.11,1.143,0.75
rpi2,MUL_MAT,q5_1,f32,4096,5,14336,28,47582.86,12.34,0.933,0.75
rpi2,MUL_MAT,q5_1,f32,4096,8,14336,18,75615.67,12.42,0.59,0.75
rpi2,MUL_MAT,q5_1,f32,4096,512,14336,1,6945436.0,8.66,0.012,0.75
rpi2,MUL_MAT,q5_K,f32,4096,1,14336,138,11266.18,10.42,3.59,0.6875
rpi2,MUL_MAT,q5_K,f32,4096,2,14336,70,16574.93,14.17,2.445,0.6875
rpi2,MUL_MAT,q5_K,f32,4096,3,14336,46,25821.91,13.64,1.572,0.6875
rpi2,MUL_MAT,q5_K,f32,4096,4,14336,36,33164.58,14.16,1.226,0.6875
rpi2,MUL_MAT,q5_K,f32,4096,5,14336,28,40923.61,14.35,0.995,0.6875
rpi2,MUL_MAT,q5_K,f32,4096,8,14336,18,64387.0,14.59,0.636,0.6875
rpi2,MUL_MAT,q5_K,f32,4096,512,14336,1,5552376.0,10.83,0.014,0.6875
rpi2,MUL_MAT,q6_K,f32,4096,1,14336,138,12775.41,9.19,3.776,0.8203
rpi2,MUL_MAT,q6_K,f32,4096,2,14336,70,18413.66,12.76,2.624,0.8203
rpi2,MUL_MAT,q6_K,f32,4096,3,14336,46,29183.07,12.07,1.658,0.8203
rpi2,MUL_MAT,q6_K,f32,4096,4,14336,36,37693.44,12.46,1.286,0.8203
rpi2,MUL_MAT,q6_K,f32,4096,5,14336,28,45962.04,12.78,1.056,0.8203
rpi2,MUL_MAT,q6_K,f32,4096,8,14336,18,70201.33,13.38,0.695,0.8203
rpi2,MUL_MAT,q6_K,f32,4096,512,14336,1,5843232.0,10.29,0.015,0.8203
rpi2,MUL_MAT,q8_0,f32,4096,1,14336,69,17022.29,6.9,3.67,1.0625
rpi2,MUL_MAT,q8_0,f32,4096,2,14336,70,23200.69,10.12,2.696,1.0625
rpi2,MUL_MAT,q8_0,f32,4096,3,14336,46,30450.02,11.57,2.056,1.0625
rpi2,MUL_MAT,q8_0,f32,4096,4,14336,36,37029.42,12.69,1.693,1.0625
rpi2,MUL_MAT,q8_0,f32,4096,5,14336,28,43779.04,13.41,1.434,1.0625
rpi2,MUL_MAT,q8_0,f32,4096,8,14336,18,64362.22,14.6,0.979,1.0625
rpi2,MUL_MAT,q8_0,f32,4096,512,14336,1,4968419.0,12.1,0.02,1.0625
